CNTSCHID,Loneliness,ClassroomSafety,TeacherSupport,Gender,Homework_Math,Homework_Reading,Homework_Science,SchoolType,ParentsEducation,Immigration,HomeLanguage,Sibling,Aircon,Helper,Vehicle,Books,Exercise,OwnRoom,FamilyCommitment,Preference_Math,Preference_Reading,Preference_Science,Math,Reading,Science
70200074,Agree,Strongly Agree,Most lesson,Female,1hr - 2hr,0.5hr - 1hr,2hr - 3hr,Public,Tertiary,Native,English,1,Yes,No,1,26 - 100,0,Yes,1,Disagree,Strongly Disagree,Strongly Agree,575.7528,633.9869,596.7987
70200030,Disagree,Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,2,No,No,0,26 - 100,10,Yes,10,Agree,Agree,Agree,530.6573,517.3624,518.6572
70200046,Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,0.5hr - 1hr,≤ 0.5hr,Private,Tertiary,3rd Generation,English,2,Yes,No,0,26 - 100,3,Yes,0,Agree,Agree,Disagree,696.6063,710.4744000000001,641.9661
70200074,Disagree,Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,≥3,Yes,No,0,101 - 200,0,Yes,0,Agree,Disagree,Disagree,565.7489,508.6404,517.2238
70200050,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,1,101 - 200,6,Yes,2,Agree,Agree,Disagree,565.5337,560.7768,541.9915
70200160,Disagree,Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,Yes,1,26 - 100,2,Yes,0,Strongly Agree,Strongly Agree,Strongly Agree,682.9635,655.832,699.0015999999999
70200014,Strongly Agree,Strongly Agree,Some lessons,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,2,No,Yes,1,26 - 100,10,Yes,10,Agree,Agree,Agree,351.2015,256.2546,383.6314
70200116,Agree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,2,Yes,No,0,26 - 100,1,No,2,Strongly Agree,Strongly Disagree,Strongly Agree,575.1924,599.8586,579.6607
70200143,Strongly Disagree,Strongly Agree,Never or almost never,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,0,Yes,No,1,1 - 10,10,Yes,0,Agree,Agree,Strongly Agree,465.6252,418.9975,497.4566
70200159,Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,Others,0,Yes,No,0,26 - 100,0,Yes,1,Agree,Disagree,Disagree,664.3973,623.3754,569.3723
70200095,Disagree,Strongly Agree,Some lessons,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,Yes,1,101 - 200,2,Yes,0,Strongly Agree,Disagree,Agree,610.7468,608.1038,639.2515
70200130,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,3rd Generation,Others,1,Yes,Yes,1,11 - 25,2,No,0,Strongly Agree,Disagree,Strongly Agree,551.7511,537.3971,552.4605
70200040,Agree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,2,Yes,Yes,1,26 - 100,7,Yes,2,Strongly Agree,Disagree,Strongly Agree,708.687,638.15,678.2258
70200007,Disagree,Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Secondary,Native,English,2,Yes,No,2,1 - 10,10,Yes,0,Agree,Agree,Disagree,571.6614,460.732,573.5253
70200156,Strongly Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Private,Tertiary,3rd Generation,Others,1,Yes,No,0,26 - 100,0,Yes,0,Strongly Agree,Agree,Agree,535.6807,474.6167,469.6466
70200068,Disagree,Strongly Agree,Every lesson,Female,2hr - 3hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,≥3,Yes,No,1,26 - 100,0,No,6,Agree,Agree,Agree,613.2211,639.4442,595.3542
70200143,Strongly Agree,Agree,Most lesson,Male,> 4hr,> 4hr,> 4hr,Public,Tertiary,Native,English,1,No,No,0,26 - 100,0,Yes,2,Strongly Agree,Strongly Agree,Strongly Agree,511.0627,381.267,410.2593
70200105,Strongly Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,0,Yes,No,1,26 - 100,1,Yes,1,Disagree,Disagree,Disagree,543.4349,602.8054999999999,538.3311
70200044,Strongly Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,3rd Generation,Others,1,Yes,No,1,101 - 200,1,Yes,0,Agree,Disagree,Agree,777.8055,679.2492,726.1586
70200070,Strongly Disagree,Strongly Disagree,Every lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Secondary,3rd Generation,Others,1,Yes,No,0,11 - 25,0,Yes,10,Strongly Disagree,Strongly Disagree,Strongly Disagree,333.6878,305.7144,315.9506
70200100,Disagree,Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,2,Yes,No,1,26 - 100,10,No,10,Strongly Agree,Agree,Strongly Agree,540.4966,455.5137,569.6657
70200162,Disagree,Strongly Agree,Every lesson,Male,2hr - 3hr,0.5hr - 1hr,2hr - 3hr,Private,Tertiary,2nd Generation,English,2,Yes,No,0,201-500,3,Yes,5,Strongly Agree,Disagree,Strongly Agree,757.5892,591.2407000000001,669.8492
70200149,Strongly Disagree,Strongly Agree,Some lessons,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,2,Yes,Yes,2,101 - 200,4,Yes,5,Disagree,Disagree,Agree,445.12170000000003,478.2961,422.8194
70200066,Strongly Disagree,Strongly Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,2nd Generation,Others,1,No,No,1,26 - 100,3,Yes,2,Strongly Agree,Disagree,Strongly Agree,736.8251,633.1282,712.4702
70200070,Agree,Agree,Every lesson,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,Others,≥3,Yes,No,1,26 - 100,5,No,0,Strongly Agree,Disagree,Agree,621.427,554.9137,557.091
70200154,Strongly Agree,Agree,Some lessons,Male,1hr - 2hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,2,No,No,0,26 - 100,0,No,0,Disagree,Disagree,Disagree,534.7534,445.4036,522.2761
70200119,Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,2nd Generation,Others,1,Yes,No,0,26 - 100,4,Yes,6,Strongly Agree,Agree,Agree,698.0767,640.4997,622.5695
70200164,Disagree,Strongly Agree,Every lesson,Female,> 4hr,> 4hr,> 4hr,Public,Secondary,Native,English,≥3,No,No,0,1 - 10,3,No,0,Agree,Agree,Agree,358.2254,378.7056,345.3369
70200062,Strongly Agree,Agree,Most lesson,Female,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,3rd Generation,English,1,Yes,No,1,26 - 100,0,No,0,Disagree,Disagree,Agree,675.1014,657.1089,647.6569
70200001,Agree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,2nd Generation,English,1,Yes,Yes,2,26 - 100,4,Yes,3,Agree,Disagree,Agree,694.0777,663.3208999999999,688.9350000000001
70200052,Agree,Agree,Some lessons,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,English,2,Yes,No,1,101 - 200,0,No,0,Strongly Disagree,Strongly Disagree,Strongly Disagree,554.8656,629.1151,572.9707
70200151,Disagree,Agree,Some lessons,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,Others,2,Yes,No,1,0,2,Yes,0,Agree,Disagree,Disagree,453.0249,413.8249,428.4868
70200005,Strongly Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,3rd Generation,Others,1,Yes,Yes,1,26 - 100,4,Yes,7,Agree,Strongly Disagree,Strongly Agree,618.0915,625.7857,571.236
70200107,Disagree,Agree,Every lesson,Female,1hr - 2hr,3 - 4 hr,1hr - 2hr,Public,Tertiary,Native,English,2,Yes,No,1,26 - 100,1,No,5,Strongly Agree,Strongly Disagree,Agree,522.1356,526.8272,493.4991
70200096,Strongly Agree,Strongly Agree,Most lesson,Male,3 - 4 hr,3 - 4 hr,3 - 4 hr,Public,Tertiary,3rd Generation,Others,0,Yes,No,1,26 - 100,10,Yes,10,Agree,Agree,Strongly Agree,433.7513,452.77209999999997,503.2115
70200011,Disagree,Agree,Most lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,≥3,No,No,0,101 - 200,0,No,0,Disagree,Disagree,Agree,670.9247,650.3877,665.9596
70200122,Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,Others,2,Yes,No,0,1 - 10,5,Yes,7,Agree,Agree,Agree,480.1951,461.5792,439.9268
70200152,Agree,Agree,Every lesson,Female,0.5hr - 1hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,≥3,Yes,No,0,1 - 10,0,No,1,Agree,Disagree,Disagree,508.9214,548.7746,511.113
70200161,Disagree,Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,0.5hr - 1hr,Public,Secondary,Native,Others,2,Yes,No,0,1 - 10,2,Yes,10,Agree,Agree,Disagree,476.175,496.3943,473.2204
70200013,Disagree,Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,1,Yes,No,0,26 - 100,0,Yes,7,Disagree,Disagree,Disagree,600.1524000000001,546.0726,573.6526
70200109,Disagree,Disagree,Never or almost never,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,3rd Generation,English,0,No,No,0,26 - 100,3,Yes,8,Disagree,Strongly Agree,Strongly Agree,567.549,496.6168,585.5142
70200121,Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,English,1,Yes,Yes,1,1 - 10,0,Yes,2,Strongly Disagree,Disagree,Disagree,438.1277,450.3939,419.3659
70200155,Disagree,Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,2nd Generation,Others,1,Yes,Yes,1,26 - 100,0,Yes,7,Disagree,Disagree,Disagree,753.9682,747.829,692.9546
70200156,Agree,Agree,Every lesson,Female,0.5hr - 1hr,1hr - 2hr,0.5hr - 1hr,Private,Tertiary,3rd Generation,English,1,Yes,No,0,26 - 100,0,Yes,8,Agree,Strongly Agree,Agree,550.115,516.5162,567.7503
70200125,Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,3rd Generation,Others,1,Yes,No,0,26 - 100,2,Yes,5,Strongly Agree,Disagree,Strongly Agree,584.4694,483.2545,523.9242
70200050,Disagree,Agree,Most lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Secondary,Native,English,2,Yes,No,1,1 - 10,0,No,0,Agree,Disagree,Agree,623.1814,628.4964,603.0533
70200084,Strongly Agree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,1hr - 2hr,Public,Secondary,Native,Others,≥3,Yes,No,0,26 - 100,0,No,0,Disagree,Strongly Agree,Strongly Agree,469.9958,510.573,519.1614999999999
70200145,Disagree,Agree,Most lesson,Female,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Secondary,Native,English,1,Yes,No,0,1 - 10,6,No,1,Strongly Agree,Agree,Disagree,577.3337,540.6777,555.5556
70200066,Agree,Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,≥3,No,No,1,1 - 10,0,No,0,Agree,Disagree,Agree,660.3279,597.0672999999999,593.7792
70200144,Strongly Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,0.5hr - 1hr,1hr - 2hr,Private,Tertiary,Native,English,2,Yes,Yes,2,201-500,0,Yes,0,Strongly Disagree,Agree,Strongly Agree,505.6906,556.7859,567.5705
70200136,Disagree,Strongly Agree,Some lessons,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,Yes,0,101 - 200,2,Yes,0,Strongly Agree,Agree,Agree,522.3819,509.4764,540.4454000000001
70200075,Disagree,Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,3rd Generation,Others,1,Yes,No,1,11 - 25,2,Yes,3,Strongly Agree,Disagree,Strongly Agree,535.2104,471.4903,468.8749
70200045,Strongly Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,2,No,No,0,26 - 100,0,Yes,8,Strongly Agree,Agree,Agree,543.7916,496.46479999999997,542.2587
70200027,Disagree,Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,0,Yes,No,1,11 - 25,0,Yes,0,Disagree,Agree,Agree,416.275,366.7771,450.1577
70200086,Strongly Disagree,Strongly Agree,Every lesson,Female,2hr - 3hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,Others,≥3,Yes,No,1,26 - 100,6,No,4,Strongly Agree,Disagree,Agree,624.5018,549.4856,556.3264
70200063,Disagree,Agree,Most lesson,Male,0.5hr - 1hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,0,Yes,No,1,26 - 100,5,Yes,10,Strongly Agree,Disagree,Agree,719.5418999999999,608.8543,655.0921999999999
70200156,Strongly Disagree,Strongly Agree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Private,Tertiary,3rd Generation,Others,1,Yes,No,0,26 - 100,3,Yes,0,Disagree,Agree,Agree,557.9961999999999,553.7556,574.4654
70200054,Agree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,2nd Generation,English,1,Yes,No,1,26 - 100,3,Yes,1,Strongly Agree,Agree,Strongly Disagree,632.5715,633.1523,648.2964
70200046,Disagree,Agree,Never or almost never,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Private,Tertiary,3rd Generation,Others,1,Yes,No,1,101 - 200,3,Yes,0,Strongly Disagree,Strongly Disagree,Strongly Disagree,681.9479,667.0796,689.8371
70200145,Agree,Agree,Most lesson,Female,2hr - 3hr,1hr - 2hr,2hr - 3hr,Public,Post-Secondary,Native,Others,1,Yes,No,1,26 - 100,1,Yes,0,Disagree,Disagree,Agree,553.3734,520.4911,566.032
70200107,Agree,Agree,Most lesson,Female,1hr - 2hr,≤ 0.5hr,1hr - 2hr,Public,Tertiary,Native,Others,1,Yes,No,1,1 - 10,0,Yes,10,Strongly Agree,Disagree,Disagree,627.7154,626.3966,586.7036
70200084,Strongly Disagree,Strongly Agree,Some lessons,Male,≤ 0.5hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,Others,≥3,Yes,No,0,201-500,7,No,9,Agree,Disagree,Agree,375.6164,248.9139,317.4442
70200039,Strongly Disagree,Agree,Every lesson,Female,0.5hr - 1hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,1,Yes,No,0,26 - 100,0,Yes,2,Strongly Agree,Disagree,Agree,656.6692,607.1675,620.3058
70200005,Strongly Agree,Strongly Agree,Every lesson,Male,2hr - 3hr,1hr - 2hr,3 - 4 hr,Public,Post-Secondary,3rd Generation,Others,1,No,No,0,1 - 10,0,Yes,7,Strongly Agree,Agree,Agree,514.0035,444.7962,531.5732
70200093,Disagree,Strongly Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Secondary,Native,Others,2,No,No,0,26 - 100,0,No,0,Strongly Agree,Disagree,Strongly Agree,522.0068,492.92859999999996,519.7773
70200054,Strongly Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,2nd Generation,English,1,Yes,Yes,2,101 - 200,8,No,0,Strongly Agree,Agree,Strongly Agree,596.9308,539.8221,574.0936
70200094,Disagree,Agree,Most lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,2nd Generation,English,1,Yes,No,0,201-500,2,Yes,4,Agree,Strongly Agree,Strongly Agree,658.1898,643.7693,693.8872
70200001,Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,No,0,26 - 100,2,Yes,9,Strongly Agree,Disagree,Agree,705.8183,638.1957,655.8135
70200086,Disagree,Strongly Agree,Every lesson,Male,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,1,Yes,No,1,1 - 10,0,Yes,0,Agree,Agree,Agree,634.631,595.8008,626.9678
70200067,Disagree,Agree,Some lessons,Female,0.5hr - 1hr,2hr - 3hr,2hr - 3hr,Public,Tertiary,Native,English,0,Yes,No,0,26 - 100,3,No,2,Agree,Agree,Agree,533.3046,561.5038,565.6764
70200089,Agree,Disagree,Most lesson,Female,≤ 0.5hr,0.5hr - 1hr,≤ 0.5hr,Public,Post-Secondary,Native,Others,1,Yes,No,0,11 - 25,4,Yes,5,Strongly Agree,Agree,Disagree,657.6149,556.93,654.1779
70200162,Disagree,Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Private,Tertiary,Native,English,≥3,Yes,No,0,>500,3,Yes,0,Agree,Agree,Agree,742.104,598.164,752.3463
70200074,Strongly Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,English,0,Yes,No,1,11 - 25,4,Yes,0,Strongly Agree,Agree,Strongly Agree,658.5147,604.8929,626.8967
70200108,Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,≤ 0.5hr,2hr - 3hr,Public,Tertiary,Native,English,2,Yes,Yes,1,101 - 200,8,Yes,0,Agree,Agree,Agree,659.598,602.1455,645.7885
70200067,Agree,Agree,Some lessons,Female,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,0,Yes,No,1,11 - 25,4,No,5,Agree,Disagree,Agree,485.7115,466.1865,433.6333
70200148,Strongly Disagree,Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,2nd Generation,English,≥3,Yes,No,0,201-500,1,No,5,Agree,Disagree,Agree,553.1531,527.7234,564.2043
70200070,Disagree,Disagree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,1,Yes,No,1,26 - 100,10,Yes,10,Strongly Agree,Disagree,Agree,538.1756,496.9689,525.7928
70200105,Agree,Agree,Most lesson,Male,≤ 0.5hr,0.5hr - 1hr,≤ 0.5hr,Public,Post-Secondary,Native,Others,2,Yes,Yes,0,101 - 200,4,Yes,6,Agree,Agree,Agree,546.7567,464.1255,522.9432
70200017,Disagree,Agree,Most lesson,Male,1hr - 2hr,2hr - 3hr,1hr - 2hr,Public,Post-Secondary,Native,English,2,Yes,Yes,1,201-500,0,No,5,Strongly Agree,Agree,Strongly Agree,739.4658000000001,630.4335,673.2586
70200021,Disagree,Strongly Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,≥3,Yes,No,1,11 - 25,6,Yes,9,Strongly Agree,Agree,Disagree,515.4415,535.9175,475.2745
70200116,Disagree,Agree,Most lesson,Male,> 4hr,0.5hr - 1hr,≤ 0.5hr,Public,Post-Secondary,Native,English,2,Yes,No,1,201-500,2,Yes,2,Strongly Disagree,Disagree,Strongly Agree,455.0115,479.6158,493.5749
70200080,Strongly Disagree,Agree,Every lesson,Male,> 4hr,> 4hr,2hr - 3hr,Public,Secondary,Native,English,2,No,No,0,26 - 100,3,Yes,6,Disagree,Agree,Agree,446.4137,460.3995,449.0341
70200003,Strongly Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,2nd Generation,English,1,Yes,No,0,101 - 200,0,Yes,0,Strongly Agree,Disagree,Strongly Agree,811.077,661.1218,784.9458
70200038,Disagree,Agree,Most lesson,Male,1hr - 2hr,≤ 0.5hr,0.5hr - 1hr,Public,Secondary,2nd Generation,Others,1,Yes,No,0,11 - 25,5,No,2,Agree,Disagree,Agree,593.141,474.76509999999996,545.5491
70200157,Strongly Agree,Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Post-Secondary,Native,Others,1,Yes,Yes,1,11 - 25,5,No,0,Disagree,Agree,Disagree,554.8479,509.0707,543.4972
70200074,Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Post-Secondary,Native,Others,2,Yes,No,0,26 - 100,0,Yes,0,Disagree,Disagree,Disagree,496.3923,450.047,476.35200000000003
70200035,Disagree,Agree,Some lessons,Male,0.5hr - 1hr,0.5hr - 1hr,2hr - 3hr,Public,Tertiary,Native,English,0,No,No,1,26 - 100,2,Yes,1,Disagree,Disagree,Disagree,666.0809,587.1895,618.1543
70200035,Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,1,1 - 10,0,No,5,Strongly Agree,Disagree,Strongly Agree,684.7031,585.7765,632.5841
70200003,Strongly Disagree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,2hr - 3hr,Public,Tertiary,2nd Generation,Others,1,Yes,No,1,201-500,0,Yes,5,Strongly Agree,Strongly Disagree,Strongly Agree,764.0324,655.5418,680.871
70200125,Strongly Disagree,Agree,Most lesson,Male,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,2nd Generation,Others,1,No,No,1,11 - 25,3,Yes,4,Agree,Disagree,Agree,568.011,444.5912,529.0361
70200011,Disagree,Strongly Agree,Every lesson,Female,≤ 0.5hr,≤ 0.5hr,1hr - 2hr,Public,Secondary,2nd Generation,Others,1,Yes,No,0,26 - 100,0,No,0,Strongly Disagree,Strongly Disagree,Strongly Agree,506.9453,524.4259,525.575
70200013,Strongly Disagree,Strongly Agree,Never or almost never,Male,> 4hr,> 4hr,> 4hr,Public,Secondary,2nd Generation,English,≥3,Yes,Yes,≥3,0,10,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,494.51890000000003,329.6256,481.96479999999997
70200018,Disagree,Strongly Agree,Most lesson,Male,≤ 0.5hr,≤ 0.5hr,≤ 0.5hr,Public,Tertiary,Native,English,2,Yes,No,1,201-500,0,No,0,Disagree,Disagree,Strongly Agree,787.5665,702.6777,734.6021
70200073,Disagree,Agree,Every lesson,Female,≤ 0.5hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,No,1,201-500,0,Yes,3,Agree,Strongly Agree,Agree,720.4232,699.2987,761.093
70200013,Disagree,Agree,Every lesson,Female,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,1,26 - 100,3,No,10,Agree,Agree,Agree,629.0945,597.5649,619.0914
70200014,Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,English,1,Yes,No,1,11 - 25,5,Yes,1,Disagree,Disagree,Disagree,600.2302999999999,556.2286,581.9003
70200066,Disagree,Strongly Agree,Every lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,0,201-500,4,Yes,10,Disagree,Agree,Agree,614.6813,497.8575,569.6275
70200147,Disagree,Agree,Most lesson,Female,1hr - 2hr,0.5hr - 1hr,≤ 0.5hr,Private,Tertiary,2nd Generation,Others,1,Yes,Yes,0,101 - 200,2,Yes,9,Disagree,Disagree,Disagree,545.6392,599.6546,602.109
70200083,Disagree,Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Post-Secondary,Native,English,0,Yes,No,1,1 - 10,0,Yes,2,Agree,Agree,Agree,612.8871,569.4795,587.3665
70200009,Disagree,Agree,Most lesson,Male,1hr - 2hr,1hr - 2hr,1hr - 2hr,Public,Secondary,Native,Others,0,Yes,No,1,26 - 100,10,Yes,8,Agree,Strongly Agree,Agree,640.8461,595.4108,638.7108
70200052,Disagree,Strongly Agree,Most lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,2,Yes,No,1,11 - 25,0,Yes,2,Agree,Disagree,Agree,759.5717,713.4644,722.5461
70200004,Agree,Strongly Agree,Every lesson,Male,≤ 0.5hr,≤ 0.5hr,0.5hr - 1hr,Public,Secondary,Native,Others,1,Yes,No,0,26 - 100,1,Yes,0,Agree,Disagree,Agree,532.4702,438.5718,532.313
70200096,Strongly Disagree,Agree,Most lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Post-Secondary,Native,Others,1,Yes,No,1,1 - 10,3,No,2,Agree,Disagree,Agree,551.1826,525.9377,558.3043
70200132,Disagree,Agree,Most lesson,Male,≤ 0.5hr,0.5hr - 1hr,≤ 0.5hr,Public,Tertiary,3rd Generation,Others,≥3,Yes,No,≥3,101 - 200,5,Yes,0,Strongly Agree,Disagree,Strongly Agree,726.1435,579.8142,670.3696
70200116,Strongly Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,0.5hr - 1hr,Public,Tertiary,Native,English,1,Yes,No,1,11 - 25,4,Yes,0,Agree,Agree,Agree,412.9022,440.6415,486.9389
70200072,Strongly Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,Native,English,1,Yes,No,1,11 - 25,4,Yes,8,Strongly Disagree,Strongly Agree,Disagree,547.8568,527.5517,575.0192999999999
70200005,Strongly Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Post-Secondary,Native,Others,≥3,Yes,Yes,1,201-500,4,No,2,Strongly Agree,Agree,Disagree,616.8577,636.2971,570.4205
70200008,Strongly Disagree,Strongly Agree,Most lesson,Male,1hr - 2hr,0.5hr - 1hr,1hr - 2hr,Public,Tertiary,2nd Generation,English,2,Yes,No,1,101 - 200,6,No,10,Agree,Agree,Strongly Agree,677.0098,618.3495,629.2403
70200135,Strongly Disagree,Strongly Agree,Every lesson,Female,0.5hr - 1hr,≤ 0.5hr,0.5hr - 1hr,Public,Tertiary,Native,Others,2,No,No,0,26 - 100,0,No,3,Agree,Disagree,Agree,634.3969,524.737,630.66
